document,page_number,id,label,category,confidence,ymin,xmin,ymax,xmax
1 - Drawings.pdf,7,12,"P202 CONNECT NEW 2"" VENT FROM POINT OF CONNECTION TO EXISTING 2"" VENT.",keynote,high,534,810,543,899
1 - Drawings.pdf,7,13,"P203 2"" VENT UP FROM MOP SINK.",keynote,high,545,810,549,861
1 - Drawings.pdf,7,14,"P204 CONNECT NEW 4"" SANITARY FROM POINT OF CONNECTION TO 4"" SANITARY PIPE BELOW GRADE.",keynote,high,551,810,560,899
1 - Drawings.pdf,7,15,"P205 CONNECT NEW 3"" SANITARY FROM POINT OF CONNECTION TO 4"" SANITARY PIPE BELOW GRADE.",keynote,high,561,810,570,899
1 - Drawings.pdf,7,16,"P206 CONNECT NEW 2"" VENT FROM POINT OF CONNECTION TO 3"" VENT.",keynote,high,572,810,581,899
1 - Drawings.pdf,7,17,"P207 TERMINATE 3/4"" CONDENSATE DRAIN AT EXISTING MOP SINK WITH A MINIMUM 2"" AIR GAP.",keynote,high,583,810,592,899
1 - Drawings.pdf,7,18,"P208 PROVIDE 3/4"" TRAPPED AND VENTED CONDENSATE DRAIN. SEE DETAIL 32/P7.1.",keynote,high,593,810,602,899
1 - Drawings.pdf,7,19,P210 NEW LAVATORY FIXTURE AND FAUCET CONNECTION TO EXISTING ROUGH-INS.,keynote,high,604,810,613,899
1 - Drawings.pdf,7,20,P211 NEW WATER CLOSET AND FLUSH VALVE CONNECTION TO EXISTING ROUGH-INS.,keynote,high,614,810,623,899
1 - Drawings.pdf,7,21,P212 NEW URINAL AND FLUSH VALVE CONNECTION TO EXISTING ROUGH-INS.,keynote,high,625,810,634,899
1 - Drawings.pdf,7,22,P215 ALTERNATE - REPLACING EXISTING LAVATORY SINK AND FAUCET WITH NEW L-2 SINK AND FAUCET.,keynote,high,635,810,644,899
1 - Drawings.pdf,7,23,"P303 CONNECT NEW 1 1/2"" DOMESTIC COLD WATER FROM POINT OF CONNECTION TO EXISTING 2"" PIPE ABOVE CEILING.",keynote,high,646,810,655,899
1 - Drawings.pdf,7,24,"P304 CONNECT NEW 1"" DOMESTIC HOT WATER FROM POINT OF CONNECTION TO EXISTING 1"" PIPE ABOVE CEILING.",keynote,high,656,810,665,899
1 - Drawings.pdf,7,25,"P305 CONNECT NEW 1"" DOMESTIC HOT WATER RETURN FROM POINT OF CONNECTION TO EXISTING 1"" PIPE ABOVE CEILING.",keynote,high,667,810,676,899
1 - Drawings.pdf,7,26,"P307 CONNECT NEW 1"" DOMESTIC COLD WATER FROM POINT OF CONNECTION TO EXISTING 2"" DOMESTIC COLD WATER.",keynote,high,677,810,686,899
1 - Drawings.pdf,7,27,P309 PROVIDE WATER HAMMER ARRESTOR SIOUX CHIEF 'SIZE A' WITH ACCESS PANEL.,keynote,high,688,810,697,899
1 - Drawings.pdf,7,28,"P319 CONNECT NEW 2"" DOMESTIC COLD WATER FROM POINT OF CONNECTION TO EXISTING 3/4"" DOMESTIC COLD WATER.",keynote,high,698,810,707,899
1 - Drawings.pdf,7,29,"P321 PROVIDE FLOW-SPLITTER UNIT, KEMPER MODEL 651-06 WITH SHUT-OFF VALVES.",keynote,high,709,810,718,899
1 - Drawings.pdf,7,30,ISSUED FOR,revision_block,high,495,907,613,988
1 - Drawings.pdf,7,31,P4.1 — PLUMBING ENLARGED PLANS,title_block,high,858,907,976,988
1 - Drawings.pdf,7,32,"FLETCHER, P.E. — 49046",stamp_seal,high,646,927,709,968
1 - Drawings.pdf,7,33,4 DEDUCT ALTERNATE - FIRST LEVEL ENLARGED PLUMBING PLAN - NORTH - AREA B,sub_drawing,high,123,113,542,335
1 - Drawings.pdf,7,34,2 FIRST LEVEL ENLARGED PLUMBING PLAN - NORTH - AREA A,sub_drawing,high,91,517,376,727
1 - Drawings.pdf,7,35,3 FIRST LEVEL ENLARGED PLUMBING SAN/VENT PLAN - NORTH - AREA B,sub_drawing,high,789,74,965,356
1 - Drawings.pdf,7,36,1 FIRST LEVEL ENLARGED PLUMBING WATER PLAN - NORTH - AREA B,sub_drawing,high,792,465,965,708
1 - Drawings.pdf,7,37,P215,tag,high,161,198,167,208
1 - Drawings.pdf,7,38,P215,tag,high,161,221,167,231
1 - Drawings.pdf,7,39,P215,tag,high,161,244,167,254
1 - Drawings.pdf,7,40,P215,tag,high,161,267,167,277
1 - Drawings.pdf,7,41,P215,tag,high,153,290,159,300
1 - Drawings.pdf,7,42,P215,tag,high,181,290,187,300
1 - Drawings.pdf,7,43,P215,tag,high,209,290,215,300
1 - Drawings.pdf,7,44,P215,tag,high,237,290,243,300
1 - Drawings.pdf,7,45,P215,tag,high,480,178,486,188
1 - Drawings.pdf,7,46,P215,tag,high,480,198,486,208
1 - Drawings.pdf,7,47,P215,tag,high,480,217,486,227
1 - Drawings.pdf,7,48,P215,tag,high,480,236,486,246
1 - Drawings.pdf,7,49,P215,tag,high,480,255,486,265
1 - Drawings.pdf,7,50,P215,tag,high,480,274,486,284
1 - Drawings.pdf,7,51,P303,tag,high,441,301,447,311
1 - Drawings.pdf,7,52,ELEC.,room_label,high,104,653,109,664
1 - Drawings.pdf,7,53,N140,room_label,high,111,653,116,664
1 - Drawings.pdf,7,54,EXISTING WOMEN'S RESTROOM,room_label,high,158,629,163,683
1 - Drawings.pdf,7,55,N141,room_label,high,165,651,170,662
1 - Drawings.pdf,7,56,JC,room_label,high,245,579,250,585
1 - Drawings.pdf,7,57,E-197,room_label,high,252,577,257,588
1 - Drawings.pdf,7,58,CIRCULATION,room_label,high,288,568,293,597
1 - Drawings.pdf,7,59,N119,room_label,high,295,577,300,588
1 - Drawings.pdf,7,60,EXISTING MEN'S RESTROOM,room_label,high,293,628,298,677
1 - Drawings.pdf,7,61,N142,room_label,high,300,647,305,658
1 - Drawings.pdf,7,62,P208,tag,high,127,711,133,721
1 - Drawings.pdf,7,63,P207,tag,high,198,568,204,578
1 - Drawings.pdf,7,64,P210,tag,high,191,602,197,612
1 - Drawings.pdf,7,65,P210,tag,high,203,602,209,612
1 - Drawings.pdf,7,66,P211,tag,high,186,628,192,638
1 - Drawings.pdf,7,67,P211,tag,high,186,648,192,658
1 - Drawings.pdf,7,68,P211,tag,high,186,666,192,676
1 - Drawings.pdf,7,69,P211,tag,high,201,711,207,721
1 - Drawings.pdf,7,70,P310,tag,high,250,548,256,558
1 - Drawings.pdf,7,71,P210,tag,high,271,602,277,612
1 - Drawings.pdf,7,72,P210,tag,high,283,602,289,612
1 - Drawings.pdf,7,73,P212,tag,high,271,648,277,658
1 - Drawings.pdf,7,74,P212,tag,high,271,676,277,686
1 - Drawings.pdf,7,75,P211,tag,high,261,701,267,711
1 - Drawings.pdf,7,76,WC-1,tag,high,199,638,204,649
1 - Drawings.pdf,7,77,WC-1,tag,high,199,661,204,672
1 - Drawings.pdf,7,78,WC-1,tag,high,199,680,204,691
1 - Drawings.pdf,7,79,WC-2,tag,high,212,698,217,709
1 - Drawings.pdf,7,80,U-1,tag,high,255,638,260,645
1 - Drawings.pdf,7,81,U-1,tag,high,255,658,260,665
1 - Drawings.pdf,7,82,U-1,tag,high,255,676,260,683
1 - Drawings.pdf,7,83,WC-2,tag,high,251,698,256,709
1 - Drawings.pdf,7,84,FD-1,tag,high,305,579,310,589
1 - Drawings.pdf,7,85,TOILET,room_label,high,802,191,807,204
1 - Drawings.pdf,7,86,N109,room_label,high,810,192,815,203
1 - Drawings.pdf,7,87,JAN,room_label,high,873,120,878,128
1 - Drawings.pdf,7,88,N108,room_label,high,881,118,886,129
1 - Drawings.pdf,7,89,P205,tag,high,805,149,811,159
1 - Drawings.pdf,7,90,P203,tag,high,826,103,832,113
1 - Drawings.pdf,7,91,P206,tag,high,864,145,870,155
1 - Drawings.pdf,7,92,P202,tag,high,898,201,904,211
1 - Drawings.pdf,7,93,P202,tag,high,898,239,904,249
1 - Drawings.pdf,7,94,P201,tag,high,842,254,848,264
1 - Drawings.pdf,7,95,P201,tag,high,851,289,857,299
1 - Drawings.pdf,7,96,P204,tag,high,822,304,828,314
1 - Drawings.pdf,7,97,WC-2,tag,high,803,210,808,221
1 - Drawings.pdf,7,98,FD-1,tag,high,844,220,849,230
1 - Drawings.pdf,7,99,MS-1,tag,high,861,118,866,129
1 - Drawings.pdf,7,100,DWH-1,tag,high,861,153,866,168
1 - Drawings.pdf,7,101,TOILET,room_label,high,802,585,807,598
1 - Drawings.pdf,7,102,N109,room_label,high,810,586,815,597
1 - Drawings.pdf,7,103,JAN,room_label,high,873,545,878,553
1 - Drawings.pdf,7,104,N108,room_label,high,881,544,886,555
1 - Drawings.pdf,7,105,P307,tag,high,810,553,816,563
1 - Drawings.pdf,7,106,P309,tag,high,810,641,816,651
1 - Drawings.pdf,7,107,P305,tag,high,810,654,816,664
1 - Drawings.pdf,7,108,P304,tag,high,801,684,807,694
1 - Drawings.pdf,7,109,P321,tag,high,841,631,847,641
1 - Drawings.pdf,7,110,MS-1,tag,high,803,604,808,615
1 - Drawings.pdf,7,111,MS-1,tag,high,851,523,856,534
1 - Drawings.pdf,7,112,DWH-1,tag,high,822,553,827,568
